location,timestamp,parameter,units,value
USDiplomaticPost:NewDelhi-8118,2025-01-18T05:30:00.000-05:00,pm25,µg/m³,219.0
USDiplomaticPost:NewDelhi-8118,2025-01-17T22:30:00.000-05:00,pm25,µg/m³,113.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T06:30:00.000-05:00,pm25,µg/m³,220.0
USDiplomaticPost:NewDelhi-8118,2025-01-17T23:30:00.000-05:00,pm25,µg/m³,117.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T07:30:00.000-05:00,pm25,µg/m³,200.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T08:30:00.000-05:00,pm25,µg/m³,186.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T15:30:00.000-05:00,pm25,µg/m³,232.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T09:30:00.000-05:00,pm25,µg/m³,188.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T16:30:00.000-05:00,pm25,µg/m³,232.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T10:30:00.000-05:00,pm25,µg/m³,196.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T17:30:00.000-05:00,pm25,µg/m³,225.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T11:30:00.000-05:00,pm25,µg/m³,228.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T18:30:00.000-05:00,pm25,µg/m³,210.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T12:30:00.000-05:00,pm25,µg/m³,295.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T19:30:00.000-05:00,pm25,µg/m³,220.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T13:30:00.000-05:00,pm25,µg/m³,222.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T20:30:00.000-05:00,pm25,µg/m³,246.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T22:30:00.000-05:00,pm25,µg/m³,293.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T06:30:00.000-05:00,pm25,µg/m³,106.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T23:30:00.000-05:00,pm25,µg/m³,369.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T07:30:00.000-05:00,pm25,µg/m³,120.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T00:30:00.000-05:00,pm25,µg/m³,386.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T08:30:00.000-05:00,pm25,µg/m³,129.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T01:30:00.000-05:00,pm25,µg/m³,238.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T09:30:00.000-05:00,pm25,µg/m³,184.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T10:30:00.000-05:00,pm25,µg/m³,212.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T17:30:00.000-05:00,pm25,µg/m³,187.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T11:30:00.000-05:00,pm25,µg/m³,230.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T18:30:00.000-05:00,pm25,µg/m³,180.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T12:30:00.000-05:00,pm25,µg/m³,257.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T19:30:00.000-05:00,pm25,µg/m³,156.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T20:30:00.000-05:00,pm25,µg/m³,156.0
USDiplomaticPost:NewDelhi-8118,2025-01-20T04:30:00.000-05:00,pm25,µg/m³,108.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T21:30:00.000-05:00,pm25,µg/m³,156.0
USDiplomaticPost:NewDelhi-8118,2025-01-20T05:30:00.000-05:00,pm25,µg/m³,105.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T22:30:00.000-05:00,pm25,µg/m³,159.0
USDiplomaticPost:NewDelhi-8118,2025-01-20T06:30:00.000-05:00,pm25,µg/m³,121.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T09:30:00.000-05:00,pm25,µg/m³,115.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T16:30:00.000-05:00,pm25,µg/m³,142.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T10:30:00.000-05:00,pm25,µg/m³,152.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T17:30:00.000-05:00,pm25,µg/m³,149.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T11:30:00.000-05:00,pm25,µg/m³,189.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T18:30:00.000-05:00,pm25,µg/m³,158.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T12:30:00.000-05:00,pm25,µg/m³,247.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T19:30:00.000-05:00,pm25,µg/m³,156.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T13:30:00.000-05:00,pm25,µg/m³,256.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T20:30:00.000-05:00,pm25,µg/m³,155.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T14:30:00.000-05:00,pm25,µg/m³,176.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T22:30:00.000-05:00,pm25,µg/m³,158.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T10:30:00.000-05:00,pm25,µg/m³,146.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T17:30:00.000-05:00,pm25,µg/m³,143.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T11:30:00.000-05:00,pm25,µg/m³,135.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T18:30:00.000-05:00,pm25,µg/m³,139.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T12:30:00.000-05:00,pm25,µg/m³,122.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T19:30:00.000-05:00,pm25,µg/m³,127.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T13:30:00.000-05:00,pm25,µg/m³,109.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T20:30:00.000-05:00,pm25,µg/m³,129.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T09:30:00.000-05:00,pm25,µg/m³,128.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T16:30:00.000-05:00,pm25,µg/m³,124.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T10:30:00.000-05:00,pm25,µg/m³,148.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T17:30:00.000-05:00,pm25,µg/m³,121.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T08:30:00.000-05:00,pm25,µg/m³,104.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T15:30:00.000-05:00,pm25,µg/m³,159.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T09:30:00.000-05:00,pm25,µg/m³,126.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T16:30:00.000-05:00,pm25,µg/m³,181.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T17:30:00.000-05:00,pm25,µg/m³,259.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T01:30:00.000-05:00,pm25,µg/m³,275.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T18:30:00.000-05:00,pm25,µg/m³,331.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T02:30:00.000-05:00,pm25,µg/m³,217.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T03:30:00.000-05:00,pm25,µg/m³,155.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T11:30:00.000-05:00,pm25,µg/m³,231.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T04:30:00.000-05:00,pm25,µg/m³,132.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T12:30:00.000-05:00,pm25,µg/m³,233.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T05:30:00.000-05:00,pm25,µg/m³,118.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T13:30:00.000-05:00,pm25,µg/m³,232.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T14:30:00.000-05:00,pm25,µg/m³,235.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T22:30:00.000-05:00,pm25,µg/m³,261.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T15:30:00.000-05:00,pm25,µg/m³,236.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T23:30:00.000-05:00,pm25,µg/m³,238.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T16:30:00.000-05:00,pm25,µg/m³,232.0
USDiplomaticPost:NewDelhi-8118,2025-01-30T00:30:00.000-05:00,pm25,µg/m³,189.0
USDiplomaticPost:NewDelhi-8118,2025-01-29T17:30:00.000-05:00,pm25,µg/m³,222.0
USDiplomaticPost:NewDelhi-8118,2025-01-30T01:30:00.000-05:00,pm25,µg/m³,145.0
USDiplomaticPost:NewDelhi-8118,2025-01-30T02:30:00.000-05:00,pm25,µg/m³,125.0
USDiplomaticPost:NewDelhi-8118,2025-01-30T10:30:00.000-05:00,pm25,µg/m³,160.0
USDiplomaticPost:NewDelhi-8118,2025-01-30T11:30:00.000-05:00,pm25,µg/m³,169.0
USDiplomaticPost:NewDelhi-8118,2025-01-30T18:30:00.000-05:00,pm25,µg/m³,186.0
USDiplomaticPost:NewDelhi-8118,2025-01-30T22:30:00.000-05:00,pm25,µg/m³,213.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T06:30:00.000-05:00,pm25,µg/m³,144.0
USDiplomaticPost:NewDelhi-8118,2025-01-30T23:30:00.000-05:00,pm25,µg/m³,221.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T07:30:00.000-05:00,pm25,µg/m³,173.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T01:30:00.000-05:00,pm25,µg/m³,166.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T09:30:00.000-05:00,pm25,µg/m³,219.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T10:30:00.000-05:00,pm25,µg/m³,225.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T17:30:00.000-05:00,pm25,µg/m³,253.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T11:30:00.000-05:00,pm25,µg/m³,238.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T18:30:00.000-05:00,pm25,µg/m³,232.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T12:30:00.000-05:00,pm25,µg/m³,242.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T19:30:00.000-05:00,pm25,µg/m³,227.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T13:30:00.000-05:00,pm25,µg/m³,254.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T20:30:00.000-05:00,pm25,µg/m³,217.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T22:30:00.000-05:00,pm25,µg/m³,165.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T06:30:00.000-05:00,pm25,µg/m³,134.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T23:30:00.000-05:00,pm25,µg/m³,206.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T07:30:00.000-05:00,pm25,µg/m³,196.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T00:30:00.000-05:00,pm25,µg/m³,273.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T08:30:00.000-05:00,pm25,µg/m³,195.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T01:30:00.000-05:00,pm25,µg/m³,275.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T09:30:00.000-05:00,pm25,µg/m³,227.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T11:30:00.000-05:00,pm25,µg/m³,219.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T18:30:00.000-05:00,pm25,µg/m³,191.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T19:30:00.000-05:00,pm25,µg/m³,177.0
USDiplomaticPost:NewDelhi-8118,2025-02-02T03:30:00.000-05:00,pm25,µg/m³,183.0
USDiplomaticPost:NewDelhi-8118,2025-02-03T09:30:00.000-05:00,pm25,µg/m³,104.0
USDiplomaticPost:NewDelhi-8118,2025-02-03T16:30:00.000-05:00,pm25,µg/m³,136.0
USDiplomaticPost:NewDelhi-8118,2025-02-03T10:30:00.000-05:00,pm25,µg/m³,111.0
USDiplomaticPost:NewDelhi-8118,2025-02-03T17:30:00.000-05:00,pm25,µg/m³,120.0
USDiplomaticPost:NewDelhi-8118,2025-02-03T11:30:00.000-05:00,pm25,µg/m³,106.0
USDiplomaticPost:NewDelhi-8118,2025-02-03T18:30:00.000-05:00,pm25,µg/m³,101.0
USDiplomaticPost:NewDelhi-8118,2025-02-03T20:30:00.000-05:00,pm25,µg/m³,114.0
USDiplomaticPost:NewDelhi-8118,2025-02-04T04:30:00.000-05:00,pm25,µg/m³,118.0
USDiplomaticPost:NewDelhi-8118,2025-02-03T21:30:00.000-05:00,pm25,µg/m³,119.0
USDiplomaticPost:NewDelhi-8118,2025-02-04T05:30:00.000-05:00,pm25,µg/m³,165.0
USDiplomaticPost:NewDelhi-8118,2025-02-03T22:30:00.000-05:00,pm25,µg/m³,148.0
USDiplomaticPost:NewDelhi-8118,2025-02-04T06:30:00.000-05:00,pm25,µg/m³,193.0
USDiplomaticPost:NewDelhi-8118,2025-02-04T07:30:00.000-05:00,pm25,µg/m³,193.0
USDiplomaticPost:NewDelhi-8118,2025-02-04T14:30:00.000-05:00,pm25,µg/m³,197.0
USDiplomaticPost:NewDelhi-8118,2025-02-04T08:30:00.000-05:00,pm25,µg/m³,208.0
USDiplomaticPost:NewDelhi-8118,2025-02-04T15:30:00.000-05:00,pm25,µg/m³,164.0
USDiplomaticPost:NewDelhi-8118,2025-02-04T09:30:00.000-05:00,pm25,µg/m³,214.0
USDiplomaticPost:NewDelhi-8118,2025-02-04T16:30:00.000-05:00,pm25,µg/m³,156.0
USDiplomaticPost:NewDelhi-8118,2025-02-05T09:30:00.000-05:00,pm25,µg/m³,100.0
USDiplomaticPost:NewDelhi-8118,2025-02-05T16:30:00.000-05:00,pm25,µg/m³,129.0
USDiplomaticPost:NewDelhi-8118,2025-02-05T10:30:00.000-05:00,pm25,µg/m³,112.0
USDiplomaticPost:NewDelhi-8118,2025-02-05T17:30:00.000-05:00,pm25,µg/m³,135.0
USDiplomaticPost:NewDelhi-8118,2025-02-05T11:30:00.000-05:00,pm25,µg/m³,135.0
USDiplomaticPost:NewDelhi-8118,2025-02-05T18:30:00.000-05:00,pm25,µg/m³,132.0
USDiplomaticPost:NewDelhi-8118,2025-02-09T15:30:00.000-05:00,pm25,µg/m³,194.0
USDiplomaticPost:NewDelhi-8118,2025-02-09T23:30:00.000-05:00,pm25,µg/m³,146.0
USDiplomaticPost:NewDelhi-8118,2025-02-09T16:30:00.000-05:00,pm25,µg/m³,196.0
USDiplomaticPost:NewDelhi-8118,2025-02-10T00:30:00.000-05:00,pm25,µg/m³,111.0
USDiplomaticPost:NewDelhi-8118,2025-02-15T12:30:00.000-05:00,pm25,µg/m³,108.0
USDiplomaticPost:NewDelhi-8118,2025-02-15T19:30:00.000-05:00,pm25,µg/m³,251.0
USDiplomaticPost:NewDelhi-8118,2025-02-23T02:30:00.000-05:00,pm25,µg/m³,47.0
USDiplomaticPost:NewDelhi-8118,2025-02-25T16:30:00.000-05:00,pm25,µg/m³,105.0
USDiplomaticPost:NewDelhi-8118,2025-02-26T00:30:00.000-05:00,pm25,µg/m³,181.0
USDiplomaticPost:NewDelhi-8118,2025-02-25T17:30:00.000-05:00,pm25,µg/m³,102.0
USDiplomaticPost:NewDelhi-8118,2025-02-26T01:30:00.000-05:00,pm25,µg/m³,109.0
USDiplomaticPost:NewDelhi-8118,2025-02-28T03:30:00.000-05:00,pm25,µg/m³,46.0
USDiplomaticPost:NewDelhi-8118,2025-02-28T04:30:00.000-05:00,pm25,µg/m³,49.0
USDiplomaticPost:NewDelhi-8118,2025-01-08T04:30:00.000-05:00,pm25,µg/m³,81.0
USDiplomaticPost:NewDelhi-8118,2025-01-08T12:30:00.000-05:00,pm25,µg/m³,270.0
USDiplomaticPost:NewDelhi-8118,2025-01-08T05:30:00.000-05:00,pm25,µg/m³,70.0
USDiplomaticPost:NewDelhi-8118,2025-01-08T13:30:00.000-05:00,pm25,µg/m³,260.0
USDiplomaticPost:NewDelhi-8118,2025-01-08T07:30:00.000-05:00,pm25,µg/m³,86.0
USDiplomaticPost:NewDelhi-8118,2025-01-08T14:30:00.000-05:00,pm25,µg/m³,265.0
USDiplomaticPost:NewDelhi-8118,2025-01-18T21:30:00.000-05:00,pm25,µg/m³,280.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T05:30:00.000-05:00,pm25,µg/m³,95.0
USDiplomaticPost:NewDelhi-8118,2025-01-21T21:30:00.000-05:00,pm25,µg/m³,120.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T05:30:00.000-05:00,pm25,µg/m³,58.0
USDiplomaticPost:NewDelhi-8118,2025-01-21T22:30:00.000-05:00,pm25,µg/m³,123.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T06:30:00.000-05:00,pm25,µg/m³,51.0
USDiplomaticPost:NewDelhi-8118,2025-01-21T23:30:00.000-05:00,pm25,µg/m³,144.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T07:30:00.000-05:00,pm25,µg/m³,56.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T00:30:00.000-05:00,pm25,µg/m³,121.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T08:30:00.000-05:00,pm25,µg/m³,78.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T23:30:00.000-05:00,pm25,µg/m³,164.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T07:30:00.000-05:00,pm25,µg/m³,44.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T00:30:00.000-05:00,pm25,µg/m³,175.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T08:30:00.000-05:00,pm25,µg/m³,55.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T01:30:00.000-05:00,pm25,µg/m³,116.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T09:30:00.000-05:00,pm25,µg/m³,97.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T02:30:00.000-05:00,pm25,µg/m³,65.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T10:30:00.000-05:00,pm25,µg/m³,113.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T12:30:00.000-05:00,pm25,µg/m³,92.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T19:30:00.000-05:00,pm25,µg/m³,123.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T13:30:00.000-05:00,pm25,µg/m³,91.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T20:30:00.000-05:00,pm25,µg/m³,121.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T22:30:00.000-05:00,pm25,µg/m³,115.0
USDiplomaticPost:NewDelhi-8118,2025-01-24T06:30:00.000-05:00,pm25,µg/m³,36.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T23:30:00.000-05:00,pm25,µg/m³,117.0
USDiplomaticPost:NewDelhi-8118,2025-01-24T07:30:00.000-05:00,pm25,µg/m³,50.0
USDiplomaticPost:NewDelhi-8118,2025-01-24T10:30:00.000-05:00,pm25,µg/m³,126.0
USDiplomaticPost:NewDelhi-8118,2025-01-24T17:30:00.000-05:00,pm25,µg/m³,87.0
USDiplomaticPost:NewDelhi-8118,2025-01-24T11:30:00.000-05:00,pm25,µg/m³,132.0
USDiplomaticPost:NewDelhi-8118,2025-01-24T18:30:00.000-05:00,pm25,µg/m³,79.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T01:30:00.000-05:00,pm25,µg/m³,83.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T09:30:00.000-05:00,pm25,µg/m³,106.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T21:30:00.000-05:00,pm25,µg/m³,122.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T05:30:00.000-05:00,pm25,µg/m³,64.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T22:30:00.000-05:00,pm25,µg/m³,118.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T06:30:00.000-05:00,pm25,µg/m³,70.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T23:30:00.000-05:00,pm25,µg/m³,119.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T07:30:00.000-05:00,pm25,µg/m³,81.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T08:30:00.000-05:00,pm25,µg/m³,92.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T15:30:00.000-05:00,pm25,µg/m³,118.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T11:30:00.000-05:00,pm25,µg/m³,148.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T18:30:00.000-05:00,pm25,µg/m³,98.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T19:30:00.000-05:00,pm25,µg/m³,102.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T03:30:00.000-05:00,pm25,µg/m³,89.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T20:30:00.000-05:00,pm25,µg/m³,104.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T04:30:00.000-05:00,pm25,µg/m³,70.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T21:30:00.000-05:00,pm25,µg/m³,124.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T05:30:00.000-05:00,pm25,µg/m³,57.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T22:30:00.000-05:00,pm25,µg/m³,124.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T06:30:00.000-05:00,pm25,µg/m³,70.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T07:30:00.000-05:00,pm25,µg/m³,80.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T14:30:00.000-05:00,pm25,µg/m³,137.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T00:30:00.000-05:00,pm25,µg/m³,13.0
USDiplomaticPost:NewDelhi-8118,2025-01-31T08:30:00.000-05:00,pm25,µg/m³,205.0
USDiplomaticPost:NewDelhi-8118,2025-02-03T08:30:00.000-05:00,pm25,µg/m³,74.0
USDiplomaticPost:NewDelhi-8118,2025-02-03T15:30:00.000-05:00,pm25,µg/m³,141.0
USDiplomaticPost:NewDelhi-8118,2025-02-03T19:30:00.000-05:00,pm25,µg/m³,105.0
USDiplomaticPost:NewDelhi-8118,2025-02-04T03:30:00.000-05:00,pm25,µg/m³,92.0
USDiplomaticPost:NewDelhi-8118,2025-02-04T17:30:00.000-05:00,pm25,µg/m³,139.0
USDiplomaticPost:NewDelhi-8118,2025-02-05T01:30:00.000-05:00,pm25,µg/m³,97.0
USDiplomaticPost:NewDelhi-8118,2025-02-04T18:30:00.000-05:00,pm25,µg/m³,126.0
USDiplomaticPost:NewDelhi-8118,2025-02-05T02:30:00.000-05:00,pm25,µg/m³,69.0
USDiplomaticPost:NewDelhi-8118,2025-02-04T19:30:00.000-05:00,pm25,µg/m³,121.0
USDiplomaticPost:NewDelhi-8118,2025-02-05T03:30:00.000-05:00,pm25,µg/m³,48.0
USDiplomaticPost:NewDelhi-8118,2025-02-05T07:30:00.000-05:00,pm25,µg/m³,34.0
USDiplomaticPost:NewDelhi-8118,2025-02-05T14:30:00.000-05:00,pm25,µg/m³,131.0
USDiplomaticPost:NewDelhi-8118,2025-02-05T08:30:00.000-05:00,pm25,µg/m³,54.0
USDiplomaticPost:NewDelhi-8118,2025-02-05T15:30:00.000-05:00,pm25,µg/m³,134.0
USDiplomaticPost:NewDelhi-8118,2025-02-05T21:30:00.000-05:00,pm25,µg/m³,118.0
USDiplomaticPost:NewDelhi-8118,2025-02-06T05:30:00.000-05:00,pm25,µg/m³,34.0
USDiplomaticPost:NewDelhi-8118,2025-02-05T22:30:00.000-05:00,pm25,µg/m³,126.0
USDiplomaticPost:NewDelhi-8118,2025-02-06T06:30:00.000-05:00,pm25,µg/m³,39.0
USDiplomaticPost:NewDelhi-8118,2025-02-05T23:30:00.000-05:00,pm25,µg/m³,128.0
USDiplomaticPost:NewDelhi-8118,2025-02-06T07:30:00.000-05:00,pm25,µg/m³,44.0
USDiplomaticPost:NewDelhi-8118,2025-02-06T00:30:00.000-05:00,pm25,µg/m³,103.0
USDiplomaticPost:NewDelhi-8118,2025-02-06T08:30:00.000-05:00,pm25,µg/m³,61.0
USDiplomaticPost:NewDelhi-8118,2025-02-06T10:30:00.000-05:00,pm25,µg/m³,90.0
USDiplomaticPost:NewDelhi-8118,2025-02-06T17:30:00.000-05:00,pm25,µg/m³,103.0
USDiplomaticPost:NewDelhi-8118,2025-02-08T01:30:00.000-05:00,pm25,µg/m³,67.0
USDiplomaticPost:NewDelhi-8118,2025-02-08T09:30:00.000-05:00,pm25,µg/m³,107.0
USDiplomaticPost:NewDelhi-8118,2025-02-08T10:30:00.000-05:00,pm25,µg/m³,93.0
USDiplomaticPost:NewDelhi-8118,2025-02-08T17:30:00.000-05:00,pm25,µg/m³,132.0
USDiplomaticPost:NewDelhi-8118,2025-02-08T11:30:00.000-05:00,pm25,µg/m³,98.0
USDiplomaticPost:NewDelhi-8118,2025-02-08T18:30:00.000-05:00,pm25,µg/m³,117.0
USDiplomaticPost:NewDelhi-8118,2025-02-08T19:30:00.000-05:00,pm25,µg/m³,106.0
USDiplomaticPost:NewDelhi-8118,2025-02-09T03:30:00.000-05:00,pm25,µg/m³,71.0
USDiplomaticPost:NewDelhi-8118,2025-02-09T07:30:00.000-05:00,pm25,µg/m³,58.0
USDiplomaticPost:NewDelhi-8118,2025-02-09T14:30:00.000-05:00,pm25,µg/m³,195.0
USDiplomaticPost:NewDelhi-8118,2025-02-09T17:30:00.000-05:00,pm25,µg/m³,178.0
USDiplomaticPost:NewDelhi-8118,2025-02-10T01:30:00.000-05:00,pm25,µg/m³,72.0
USDiplomaticPost:NewDelhi-8118,2025-02-10T03:30:00.000-05:00,pm25,µg/m³,48.0
USDiplomaticPost:NewDelhi-8118,2025-02-10T11:30:00.000-05:00,pm25,µg/m³,129.0
USDiplomaticPost:NewDelhi-8118,2025-02-10T04:30:00.000-05:00,pm25,µg/m³,55.0
USDiplomaticPost:NewDelhi-8118,2025-02-10T12:30:00.000-05:00,pm25,µg/m³,163.0
USDiplomaticPost:NewDelhi-8118,2025-02-10T05:30:00.000-05:00,pm25,µg/m³,59.0
USDiplomaticPost:NewDelhi-8118,2025-02-10T13:30:00.000-05:00,pm25,µg/m³,165.0
USDiplomaticPost:NewDelhi-8118,2025-02-10T07:30:00.000-05:00,pm25,µg/m³,64.0
USDiplomaticPost:NewDelhi-8118,2025-02-10T14:30:00.000-05:00,pm25,µg/m³,182.0
USDiplomaticPost:NewDelhi-8118,2025-02-10T08:30:00.000-05:00,pm25,µg/m³,72.0
USDiplomaticPost:NewDelhi-8118,2025-02-10T15:30:00.000-05:00,pm25,µg/m³,166.0
USDiplomaticPost:NewDelhi-8118,2025-02-10T09:30:00.000-05:00,pm25,µg/m³,86.0
USDiplomaticPost:NewDelhi-8118,2025-02-10T16:30:00.000-05:00,pm25,µg/m³,214.0
USDiplomaticPost:NewDelhi-8118,2025-02-10T18:30:00.000-05:00,pm25,µg/m³,150.0
USDiplomaticPost:NewDelhi-8118,2025-02-11T02:30:00.000-05:00,pm25,µg/m³,72.0
USDiplomaticPost:NewDelhi-8118,2025-02-10T19:30:00.000-05:00,pm25,µg/m³,158.0
USDiplomaticPost:NewDelhi-8118,2025-02-11T03:30:00.000-05:00,pm25,µg/m³,66.0
USDiplomaticPost:NewDelhi-8118,2025-02-11T04:30:00.000-05:00,pm25,µg/m³,57.0
