features,pm25,AQI_Category
"[211.0,22.8,32.8,-20.5,5.150000000000002,218.33333333333334,21.0]",190.5,Unhealthy
"[211.0,24.0,74.1,-8.5,-2.8999999999999986,206.16666666666666,17.0]",202.5,Unhealthy
"[211.0,29.8,53.9,-7.5,0.0,207.0,21.0]",203.5,Unhealthy
"[211.0,32.4,68.7,4.0,-2.5,211.0,16.0]",215.0,Unhealthy
"[211.5,5.9,55.7,-8.5,-12.1,211.5,2.0]",203.0,Unhealthy
"[211.5,13.5,73.65,1.5,-2.5,211.5,20.0]",213.0,Unhealthy
"[212.0,12.049999999999999,71.2,1.0,6.849999999999999,212.0,16.0]",213.0,Unhealthy
"[212.0,12.05,76.25,16.0,-4.050000000000001,212.0,16.0]",228.0,Unhealthy
"[212.0,13.350000000000001,54.400000000000006,7.0,-7.949999999999999,212.0,14.0]",219.0,Unhealthy
"[212.5,15.2,81.9,-25.5,-8.3,212.5,7.0]",187.0,Unhealthy
"[213.0,11.0,88.6,-1.0,-2.5,212.16666666666666,21.0]",212.0,Unhealthy
"[213.0,15.7,84.4,4.0,0.0,214.33333333333334,4.0]",217.0,Unhealthy
"[213.0,26.5,84.7,2.0,7.300000000000001,209.83333333333334,10.0]",215.0,Unhealthy
"[213.0,30.3,82.9,12.0,8.100000000000001,216.16666666666666,13.0]",225.0,Unhealthy
"[213.5,9.3,64.2,-24.5,0.8000000000000007,213.5,5.0]",189.0,Unhealthy
"[213.5,31.9,43.05,12.5,0.5,213.5,12.0]",226.0,Unhealthy
"[214.0,8.7,34.3,-38.5,-2.8500000000000014,193.16666666666666,22.0]",175.5,Unhealthy
"[214.0,17.4,72.8,8.0,3.75,215.66666666666666,15.0]",222.0,Unhealthy
"[214.5,21.9,73.05,-7.5,12.899999999999999,214.5,8.0]",207.0,Unhealthy
"[215.0,19.1,76.9,2.0,-7.399999999999999,215.0,10.0]",217.0,Unhealthy
"[215.0,19.450000000000003,79.35,5.0,0.3500000000000014,215.0,0.0]",220.0,Unhealthy
"[215.0,27.5,83.2,-8.5,1.3000000000000007,212.83333333333334,18.0]",206.5,Unhealthy
"[215.0,29.9,89.0,-15.0,-2.5,208.66666666666666,17.0]",200.0,Unhealthy
"[215.5,27.849999999999998,81.65,-27.5,-5.949999999999999,215.5,20.0]",188.0,Unhealthy
"[216.0,14.0,73.15,-40.0,3.9000000000000004,216.0,19.0]",176.0,Unhealthy
"[216.0,27.049999999999997,46.6,10.0,1.3499999999999979,216.0,2.0]",226.0,Unhealthy
"[217.0,5.8,77.3,-22.0,-12.45,211.33333333333334,2.0]",195.0,Unhealthy
"[217.0,7.1,66.7,22.5,-8.049999999999999,221.33333333333334,14.0]",239.5,Unhealthy
"[217.0,7.7,52.8,-7.0,-10.600000000000001,204.5,17.0]",210.0,Unhealthy
"[217.0,11.7,69.1,-13.0,-7.400000000000002,212.0,11.0]",204.0,Unhealthy
"[217.0,19.1,60.2,-31.0,-6.299999999999997,216.33333333333334,8.0]",186.0,Unhealthy
"[217.0,19.5,79.7,-17.0,-7.899999999999999,217.0,21.0]",200.0,Unhealthy
"[217.0,22.2,60.6,33.0,10.899999999999999,224.5,14.0]",250.0,Unhealthy
"[217.0,26.2,84.0,-2.0,1.3000000000000007,217.0,17.0]",215.0,Unhealthy
"[217.5,8.1,47.0,-20.5,-2.0,217.5,7.0]",197.0,Unhealthy
"[217.5,12.850000000000001,77.1,-7.5,6.250000000000002,217.5,23.0]",210.0,Unhealthy
"[217.5,26.049999999999997,62.6,9.5,5.649999999999999,217.5,5.0]",227.0,Unhealthy
"[217.5,28.1,81.7,-15.5,0.9000000000000021,217.5,10.0]",202.0,Unhealthy
"[219.0,5.4,46.1,3.0,-7.950000000000001,217.66666666666666,15.0]",222.0,Unhealthy
"[219.0,5.4,54.1,-62.5,-12.049999999999999,215.0,10.0]",156.5,Unhealthy
"[219.0,12.6,52.1,0.5,1.950000000000001,212.16666666666666,11.0]",219.5,Unhealthy
"[219.0,13.5,66.6,0.0,-8.2,224.83333333333334,21.0]",219.0,Unhealthy
"[219.0,24.9,84.8,-2.0,3.4499999999999993,222.16666666666666,17.0]",217.0,Unhealthy
"[219.0,26.4,32.1,10.0,6.0,227.16666666666666,17.0]",229.0,Unhealthy
"[219.0,34.7,49.4,0.0,21.200000000000003,219.0,22.0]",219.0,Unhealthy
"[219.5,13.0,42.35,0.5,0.40000000000000036,219.5,11.0]",220.0,Unhealthy
"[219.5,14.4,47.75,-8.5,-4.4,219.5,21.0]",211.0,Unhealthy
"[220.0,9.8,70.9,1.0,-4.1,225.0,7.0]",221.0,Unhealthy
"[220.0,13.4,32.6,-10.0,0.40000000000000036,216.5,12.0]",210.0,Unhealthy
"[220.0,15.55,46.0,25.0,7.450000000000001,220.0,16.0]",245.0,Unhealthy
"[220.0,18.0,60.4,-8.5,-15.0,217.16666666666666,1.0]",211.5,Unhealthy
"[220.0,20.2,81.55000000000001,39.0,-7.0,220.0,22.0]",259.0,Unhealthy
"[220.0,33.0,36.1,0.0,0.7000000000000028,216.66666666666666,0.0]",220.0,Unhealthy
"[220.5,13.35,79.1,-14.5,-1.6500000000000004,220.5,18.0]",206.0,Unhealthy
"[221.0,9.4,69.2,1.0,-0.40000000000000036,221.0,7.0]",222.0,Unhealthy
"[221.0,16.35,58.1,-29.0,-5.549999999999997,221.0,20.0]",192.0,Unhealthy
"[221.0,22.5,54.150000000000006,9.0,5.800000000000001,221.0,16.0]",230.0,Unhealthy
"[222.0,9.0,67.5,-7.5,-0.40000000000000036,219.16666666666666,8.0]",214.5,Unhealthy
"[222.0,12.4,75.9,-5.5,-10.199999999999998,221.83333333333334,23.0]",216.5,Unhealthy
"[222.0,13.05,58.5,3.0,7.65,222.0,15.0]",225.0,Unhealthy
"[222.0,15.95,62.55,8.0,-1.4499999999999993,222.0,15.0]",230.0,Unhealthy
"[222.0,18.25,65.65,-5.0,-12.45,222.0,1.0]",217.0,Unhealthy
"[223.5,29.35,73.15,1.5,-3.75,223.5,19.0]",225.0,Unhealthy
"[225.0,6.6,72.7,-7.5,-5.299999999999999,223.66666666666666,23.0]",217.5,Unhealthy
"[225.0,20.7,70.9,6.5,7.649999999999999,226.16666666666666,16.0]",231.5,Unhealthy
"[225.0,21.6,64.2,54.5,-4.149999999999999,233.83333333333334,5.0]",279.5,Unhealthy
"[225.0,25.6,60.8,3.5,-3.75,225.66666666666666,20.0]",228.5,Unhealthy
"[225.0,29.3,56.85,12.0,-1.0,225.0,13.0]",237.0,Unhealthy
"[225.0,32.3,54.9,47.5,1.0,249.16666666666666,8.0]",272.5,Unhealthy
"[226.0,28.4,31.6,17.5,1.3500000000000014,228.5,3.0]",243.5,Unhealthy
"[226.0,32.4,51.2,-31.0,0.5,211.5,13.0]",195.0,Unhealthy
"[227.0,15.2,48.6,7.5,0.3999999999999986,224.16666666666666,15.0]",234.5,Unhealthy
"[227.0,15.3,35.2,25.0,1.4000000000000004,226.66666666666666,16.0]",252.0,Unhealthy
"[227.0,30.7,54.0,-5.0,0.9000000000000021,226.16666666666666,1.0]",222.0,Unhealthy
"[227.5,25.75,48.05,20.5,-7.75,227.5,5.0]",248.0,Unhealthy
"[228.0,8.0,79.9,33.5,-4.050000000000001,233.83333333333334,17.0]",261.5,Unhealthy
"[228.0,18.8,43.4,-8.5,-13.8,238.83333333333334,21.0]",219.5,Unhealthy
"[228.5,11.899999999999999,53.150000000000006,-3.5,-5.300000000000001,228.5,22.0]",225.0,Unhealthy
"[228.5,29.55,74.35,3.5,3.9499999999999993,228.5,20.0]",232.0,Unhealthy
"[229.0,21.85,59.599999999999994,10.0,-4.549999999999997,229.0,17.0]",239.0,Unhealthy
"[229.5,29.799999999999997,53.1,-2.5,0.8999999999999986,229.5,0.0]",227.0,Unhealthy
"[230.0,14.5,52.3,5.0,-1.4499999999999993,229.0,16.0]",235.0,Unhealthy
"[230.0,28.3,39.1,13.5,5.800000000000001,231.5,17.0]",243.5,Unhealthy
"[230.5,21.45,59.349999999999994,-11.5,3.4499999999999993,230.5,16.0]",219.0,Unhealthy
"[231.0,8.3,89.2,1.0,0.6000000000000005,223.83333333333334,17.0]",232.0,Unhealthy
"[231.5,14.35,57.300000000000004,6.5,-6.35,231.5,16.0]",238.0,Unhealthy
"[232.0,6.8,36.3,1.5,-11.599999999999998,232.66666666666666,19.0]",233.5,Unhealthy
"[232.0,17.2,33.6,-3.5,-8.150000000000002,230.83333333333334,22.0]",228.5,Unhealthy
"[232.0,19.15,88.5,1.0,10.849999999999998,232.0,17.0]",233.0,Unhealthy
"[232.0,23.45,52.7,16.0,-9.05,232.0,15.0]",248.0,Unhealthy
"[232.0,25.35,60.75,0.0,-8.149999999999999,232.0,21.0]",232.0,Unhealthy
"[232.0,28.9,52.2,-2.5,11.3,234.66666666666666,0.0]",229.5,Unhealthy
"[232.0,32.8,55.8,-5.0,11.45,231.0,22.0]",227.0,Unhealthy
"[232.0,33.5,87.9,0.0,3.9499999999999993,230.83333333333334,21.0]",232.0,Unhealthy
"[232.5,18.4,62.05,-0.5,-11.600000000000001,232.5,18.0]",232.0,Unhealthy
"[232.5,20.9,51.5,5.5,-10.8,232.5,6.0]",238.0,Unhealthy
"[233.0,27.200000000000003,60.150000000000006,13.0,7.400000000000002,233.0,1.0]",246.0,Unhealthy
"[233.0,30.0,87.8,-0.5,10.850000000000001,232.5,18.0]",232.5,Unhealthy
"[233.5,17.45,59.5,1.5,10.649999999999999,233.5,19.0]",235.0,Unhealthy
"[233.5,20.4,35.25,-14.5,5.999999999999998,233.5,16.0]",219.0,Unhealthy
"[234.0,13.9,52.75,-14.0,-4.1,234.0,6.0]",220.0,Unhealthy
"[234.0,27.4,74.7,-17.0,10.75,233.5,21.0]",217.0,Unhealthy
"[234.0,29.65,73.9,24.0,0.9499999999999993,234.0,5.0]",258.0,Unhealthy
"[234.5,16.6,41.25,7.5,1.4000000000000021,234.5,15.0]",242.0,Unhealthy
"[235.0,15.0,79.3,-14.5,-3.6999999999999993,231.0,18.0]",220.5,Unhealthy
"[235.0,28.1,82.7,0.5,10.650000000000002,234.66666666666666,20.0]",235.5,Unhealthy
"[235.5,19.0,71.15,0.5,-9.100000000000001,235.5,20.0]",236.0,Unhealthy
"[236.0,9.9,59.6,-2.0,-9.1,235.16666666666666,21.0]",234.0,Unhealthy
"[237.0,28.3,30.8,14.0,-1.0,237.66666666666666,14.0]",251.0,Unhealthy
"[237.5,18.7,75.65,-2.5,-3.6999999999999993,237.5,17.0]",235.0,Unhealthy
"[238.0,8.0,43.7,2.0,-6.35,236.5,17.0]",240.0,Unhealthy
"[238.0,10.1,53.7,-20.5,-10.799999999999999,229.33333333333334,7.0]",217.5,Unhealthy
"[238.0,23.5,82.2,-25.5,1.0,254.16666666666666,7.0]",212.5,Unhealthy
"[239.0,17.3,87.1,20.5,-4.550000000000001,242.5,18.0]",259.5,Unhealthy
"[239.5,12.2,55.35,33.5,0.09999999999999964,239.5,5.0]",273.0,Unhealthy
"[240.0,7.3,44.5,2.0,-0.7000000000000002,240.0,17.0]",242.0,Unhealthy
"[240.0,22.4,72.0,-2.5,3.9499999999999993,237.5,17.0]",237.5,Unhealthy
"[242.0,6.6,45.3,6.0,-0.7000000000000002,243.33333333333334,18.0]",248.0,Unhealthy
"[242.0,18.0,33.9,-11.5,1.3999999999999986,235.66666666666666,16.0]",230.5,Unhealthy
"[242.5,17.599999999999998,63.65,-10.5,11.299999999999997,242.5,23.0]",232.0,Unhealthy
"[243.0,33.8,85.5,-27.5,12.399999999999999,240.16666666666666,20.0]",215.5,Unhealthy
"[243.5,19.4,56.900000000000006,13.5,-8.900000000000002,243.5,17.0]",257.0,Unhealthy
"[243.5,30.8,57.0,17.5,2.400000000000002,243.5,3.0]",261.0,Unhealthy
"[245.0,23.0,46.8,12.5,7.449999999999999,240.83333333333334,17.0]",257.5,Unhealthy
"[246.0,25.4,60.6,-29.0,-6.300000000000001,246.0,7.0]",217.0,Unhealthy
"[246.0,34.6,43.1,17.0,7.399999999999999,247.33333333333334,2.0]",263.0,Unhealthy
"[248.0,14.4,38.4,-14.5,-9.049999999999999,237.83333333333334,16.0]",233.5,Unhealthy
"[248.0,16.1,57.949999999999996,6.0,9.500000000000002,248.0,18.0]",254.0,Unhealthy
"[248.0,18.0,34.6,-14.0,-7.75,236.5,6.0]",234.0,Unhealthy
"[249.5,20.85,79.55000000000001,-11.5,-12.350000000000001,249.5,4.0]",238.0,Unhealthy
"[250.0,11.3,67.2,0.0,-10.899999999999999,239.0,15.0]",250.0,Unhealthy
"[250.0,21.9,75.0,-29.0,5.949999999999999,254.16666666666666,20.0]",221.0,Unhealthy
"[250.0,22.2,67.2,33.0,10.899999999999999,261.0,15.0]",283.0,Unhealthy
"[250.0,31.299999999999997,48.7,-25.0,0.9999999999999964,250.0,7.0]",225.0,Unhealthy
"[250.5,21.7,46.0,-40.5,-8.0,250.5,17.0]",210.0,Unhealthy
"[251.0,25.65,43.75,14.0,-2.650000000000002,251.0,14.0]",265.0,Unhealthy
"[251.5,21.5,62.9,4.5,-11.399999999999999,251.5,18.0]",256.0,Unhealthy
"[252.0,10.15,46.650000000000006,25.0,-5.15,252.0,16.0]",277.0,Unhealthy
"[253.0,6.3,75.1,-10.5,-11.649999999999999,251.33333333333334,23.0]",242.5,Unhealthy
"[253.5,17.65,39.7,-42.5,5.149999999999999,253.5,20.0]",211.0,Unhealthy
"[254.0,21.7,88.6,-17.5,-6.099999999999998,257.1666666666667,20.0]",236.5,Unhealthy
"[254.0,25.6,70.6,4.0,9.5,253.33333333333334,19.0]",258.0,Unhealthy
"[256.0,24.25,74.15,-23.0,2.9499999999999993,256.0,9.0]",233.0,Unhealthy
"[258.0,26.0,56.25,4.0,0.3999999999999986,258.0,19.0]",262.0,Unhealthy
"[258.0,30.6,67.2,45.5,0.9500000000000028,265.1666666666667,6.0]",303.5,Unhealthy
"[258.5,17.95,78.1,-5.5,-11.650000000000002,258.5,22.0]",253.0,Unhealthy
"[259.0,13.2,81.7,36.0,-7.0,258.0,23.0]",295.0,Unhealthy
"[260.0,21.0,67.6,2.5,-3.3999999999999986,262.5,19.0]",262.5,Unhealthy
"[261.0,7.3,44.2,42.0,-7.8500000000000005,275.6666666666667,16.0]",303.0,Unhealthy
"[261.5,11.6,68.45,33.5,3.5999999999999996,261.5,17.0]",295.0,Unhealthy
"[262.0,23.3,62.5,1.0,-1.5500000000000007,262.3333333333333,21.0]",263.0,Unhealthy
"[262.0,24.85,52.2,0.0,-1.5499999999999972,262.0,20.0]",262.0,Unhealthy
"[262.0,26.4,41.9,0.0,0.3999999999999986,260.6666666666667,20.0]",262.0,Unhealthy
"[262.5,13.45,49.4,2.5,-7.550000000000001,262.5,19.0]",265.0,Unhealthy
"[263.0,15.15,50.45,-2.0,-7.85,263.0,15.0]",261.0,Unhealthy
"[263.0,19.85,49.7,17.0,-14.75,263.0,2.0]",280.0,Unhealthy
"[263.0,26.450000000000003,71.8,1.0,3.150000000000002,263.0,21.0]",264.0,Unhealthy
"[265.0,23.0,56.7,-2.0,-2.6499999999999986,259.6666666666667,15.0]",263.0,Unhealthy
"[265.0,24.4,70.8,-5.0,-3.400000000000002,265.0,18.0]",260.0,Unhealthy
"[267.0,19.6,61.400000000000006,10.0,9.100000000000001,267.0,18.0]",277.0,Unhealthy
"[269.0,32.6,54.3,-41.0,0.0,255.33333333333334,20.0]",228.0,Unhealthy
"[269.0,32.6,81.2,0.0,-0.19999999999999574,282.6666666666667,20.0]",269.0,Unhealthy
"[269.5,17.45,69.5,-50.5,-12.05,269.5,9.0]",219.0,Unhealthy
"[270.0,27.8,74.0,-5.0,2.400000000000002,264.1666666666667,18.0]",265.0,Unhealthy
"[275.0,30.3,42.5,-25.0,9.0,266.3333333333333,7.0]",250.0,Unhealthy
"[275.0,31.7,61.0,-29.0,10.8,277.0,7.0]",246.0,Unhealthy
"[277.0,5.0,58.1,17.0,-5.15,274.3333333333333,17.0]",294.0,Unhealthy
"[277.0,28.7,48.1,9.5,9.099999999999998,276.8333333333333,19.0]",286.5,Unhealthy
"[278.0,14.7,30.7,-35.0,-6.150000000000002,275.0,11.0]",243.0,Unhealthy
"[278.0,16.849999999999998,77.4,-5.0,-9.55,278.0,16.0]",273.0,Unhealthy
"[278.0,32.0,51.5,2.5,5.050000000000001,280.5,14.0]",280.5,Unhealthy
"[279.0,21.3,63.1,-23.0,3.8000000000000007,277.8333333333333,9.0]",256.0,Unhealthy
"[279.5,23.75,50.45,54.5,2.1499999999999986,279.5,5.0]",334.0,Unhealthy
"[280.0,5.1,56.3,6.5,-14.750000000000002,276.5,3.0]",286.5,Unhealthy
"[280.0,27.7,64.7,9.5,5.199999999999999,276.3333333333333,19.0]",289.5,Unhealthy
"[280.5,20.95,66.95,2.5,-11.05,280.5,14.0]",283.0,Unhealthy
"[281.0,9.0,65.6,-19.0,-2.3000000000000007,276.1666666666667,19.0]",262.0,Unhealthy
"[281.0,27.799999999999997,62.05,-27.0,-6.100000000000001,281.0,19.0]",254.0,Unhealthy
"[281.5,10.45,70.15,8.5,3.1499999999999995,281.5,17.0]",290.0,Unhealthy
"[283.0,9.9,82.4,15.0,-11.049999999999999,287.1666666666667,15.0]",298.0,Unhealthy
"[283.0,26.4,71.2,-5.0,4.199999999999999,270.3333333333333,16.0]",278.0,Unhealthy
"[283.0,26.95,55.45,-5.0,5.050000000000001,283.0,13.0]",278.0,Unhealthy
"[284.0,20.75,63.6,17.0,3.5500000000000007,284.0,5.0]",301.0,Unhealthy
"[285.5,11.3,61.15,-4.5,-2.299999999999999,285.5,18.0]",281.0,Unhealthy
"[286.0,13.0,48.0,-82.0,-47.0,277.6666666666667,22.0]",204.0,Unhealthy
"[286.5,7.05,71.75,6.5,1.9500000000000002,286.5,3.0]",293.0,Unhealthy
"[288.0,21.9,59.4,-5.0,-1.5500000000000007,288.5,13.0]",283.0,Unhealthy
"[289.5,19.6,51.95,9.5,-8.099999999999998,289.5,19.0]",299.0,Unhealthy
"[290.0,13.6,56.7,-4.5,3.1500000000000004,285.6666666666667,18.0]",285.5,Unhealthy
"[291.0,25.0,34.2,14.5,-3.1000000000000014,296.0,3.0]",305.5,Unhealthy
"[291.0,29.7,37.6,-40.5,8.0,280.3333333333333,17.0]",250.5,Unhealthy
"[291.5,15.95,58.7,-41.5,5.949999999999999,291.5,19.0]",250.0,Unhealthy
"[291.5,28.1,35.45,-0.5,-3.099999999999998,291.5,2.0]",291.0,Unhealthy
"[292.0,31.2,36.7,-0.5,3.5500000000000007,294.1666666666667,2.0]",291.5,Unhealthy
"[293.0,9.0,87.2,38.0,1.9500000000000002,303.5,4.0]",331.0,Unhealthy
"[293.5,24.1,82.45,-26.5,-6.899999999999999,293.5,4.0]",267.0,Unhealthy
"[294.5,23.45,47.2,-6.5,-1.5500000000000007,294.5,12.0]",288.0,Unhealthy
"[295.0,15.2,57.0,-36.5,3.5999999999999996,271.6666666666667,18.0]",258.5,Unhealthy
"[295.0,22.85,61.650000000000006,36.0,9.650000000000002,295.0,23.0]",331.0,Unhealthy
"[295.0,24.8,34.4,33.5,1.0999999999999979,317.6666666666667,4.0]",328.5,Unhealthy
"[296.0,12.5,46.6,-42.5,-8.100000000000001,278.6666666666667,20.0]",253.5,Unhealthy
"[298.0,16.3,56.5,15.0,6.4,298.0,15.0]",313.0,Unhealthy
"[299.0,11.5,39.2,1.0,-8.100000000000001,296.1666666666667,20.0]",300.0,Unhealthy
"[299.0,27.65,48.1,-7.0,3.549999999999997,299.0,1.0]",292.0,Unhealthy
"[299.5,21.7,44.8,-8.5,8.0,299.5,16.0]",291.0,Unhealthy
"[300.0,12.75,41.650000000000006,1.0,1.25,300.0,20.0]",301.0,Unhealthy
"[301.0,14.0,44.1,40.0,1.25,314.0,21.0]",341.0,Unhealthy
"[301.0,24.3,38.8,10.0,3.5500000000000007,298.6666666666667,6.0]",311.0,Unhealthy
"[301.0,25.0,35.0,-6.5,7.800000000000001,307.3333333333333,12.0]",294.5,Unhealthy
"[303.0,10.85,45.45,42.0,3.55,303.0,16.0]",345.0,Unhealthy
"[303.0,21.5,53.5,2.5,2.0,307.1666666666667,18.0]",305.5,Unhealthy
"[303.5,17.900000000000002,64.35,45.5,-12.7,303.5,6.0]",349.0,Unhealthy
"[304.0,20.85,56.4,-26.0,-6.149999999999999,304.0,10.0]",278.0,Unhealthy
"[305.5,28.0,55.35,14.5,3.0,305.5,3.0]",320.0,Unhealthy
"[306.0,24.1,59.5,-7.0,-2.3500000000000014,308.0,1.0]",299.0,Unhealthy
"[308.0,13.7,52.0,-8.5,-10.599999999999998,297.5,16.0]",299.5,Unhealthy
"[308.0,33.9,35.5,-27.0,6.199999999999999,298.1666666666667,19.0]",281.0,Unhealthy
"[309.5,22.2,70.05,-4.5,-7.300000000000001,309.5,12.0]",305.0,Unhealthy
"[310.0,20.9,65.15,-35.0,10.799999999999999,310.0,6.0]",275.0,Unhealthy
"[310.0,32.8,54.3,-41.0,0.19999999999999574,296.5,19.0]",269.0,Unhealthy
"[311.0,20.200000000000003,39.349999999999994,10.0,-4.099999999999998,311.0,6.0]",321.0,Unhealthy
"[311.0,23.7,55.4,-0.5,9.35,305.1666666666667,18.0]",310.5,Unhealthy
"[312.0,22.5,69.1,-74.0,1.0,312.0,6.0]",238.0,Unhealthy
"[313.0,19.5,67.85,-10.0,2.0,313.0,17.0]",303.0,Unhealthy
"[313.0,22.7,30.6,5.0,6.399999999999999,309.6666666666667,16.0]",318.0,Unhealthy
"[314.0,29.5,86.6,-4.5,9.600000000000001,314.0,12.0]",309.5,Unhealthy
"[318.5,19.9,78.0,-4.5,9.599999999999998,318.5,11.0]",314.0,Unhealthy
"[319.0,22.15,73.15,-30.0,-0.3500000000000014,319.0,0.0]",289.0,Unhealthy
"[319.0,26.450000000000003,64.65,-13.0,-2.349999999999998,319.0,0.0]",306.0,Unhealthy
"[319.5,14.9,50.8,-1.5,-1.200000000000001,319.5,7.0]",318.0,Unhealthy
"[320.0,31.0,76.5,-26.5,3.0,306.3333333333333,4.0]",293.5,Unhealthy
"[321.0,16.1,39.9,-1.5,-4.100000000000001,317.1666666666667,7.0]",319.5,Unhealthy
"[323.0,10.3,69.4,-4.5,-6.400000000000002,329.1666666666667,11.0]",318.5,Unhealthy
"[323.0,17.5,82.2,-10.0,-2.6000000000000014,318.0,17.0]",313.0,Unhealthy
"[326.5,17.2,62.2,-25.5,7.799999999999999,326.5,11.0]",301.0,Unhealthy
"[328.5,16.9,46.45,33.5,-7.900000000000002,328.5,4.0]",362.0,Unhealthy
"[329.5,23.700000000000003,42.75,-34.5,1.1000000000000014,329.5,3.0]",295.0,Unhealthy
"[330.0,27.0,82.1,-26.0,7.600000000000001,330.0,10.0]",304.0,Unhealthy
"[331.0,8.55,73.85,38.0,-0.4499999999999993,331.0,4.0]",369.0,Unhealthy
"[331.0,32.5,41.6,24.5,9.649999999999999,327.1666666666667,0.0]",355.5,Unhealthy
"[332.0,28.8,69.8,-13.0,10.100000000000001,332.6666666666667,0.0]",319.0,Unhealthy
"[333.0,10.0,42.4,-41.5,-6.75,322.3333333333333,19.0]",291.5,Unhealthy
"[334.0,25.9,36.7,41.0,2.1499999999999986,329.5,6.0]",375.0,Unhealthy
"[338.5,22.75,73.8,0.5,-9.950000000000003,338.5,17.0]",339.0,Unhealthy
"[339.0,12.8,70.0,4.0,-9.95,340.1666666666667,18.0]",343.0,Unhealthy
"[339.5,17.4,51.15,34.5,2.4999999999999982,339.5,13.0]",374.0,Unhealthy
"[339.5,28.1,80.15,-1.5,4.600000000000001,339.5,16.0]",338.0,Unhealthy
"[341.0,17.15,48.900000000000006,40.0,3.1499999999999986,341.0,21.0]",381.0,Unhealthy
"[341.0,23.5,82.7,-1.5,4.25,345.5,16.0]",339.5,Unhealthy
"[342.5,16.75,50.9,-9.5,-6.75,342.5,18.0]",333.0,Unhealthy
"[343.0,23.15,73.7,4.0,10.349999999999998,343.0,18.0]",347.0,Unhealthy
"[343.0,60.0,100.0,-57.0,0.0,333.3333333333333,21.0]",286.0,Unhealthy
"[345.0,10.1,69.3,-35.0,0.5499999999999989,336.1666666666667,6.0]",310.0,Unhealthy
"[345.0,14.4,46.7,3.5,3.5500000000000007,332.1666666666667,17.0]",348.5,Unhealthy
"[346.0,16.700000000000003,75.4,-23.0,-6.399999999999999,346.0,10.0]",323.0,Unhealthy
"[347.0,18.7,68.65,-15.0,10.1,347.0,23.0]",332.0,Unhealthy
"[347.0,33.5,77.4,2.0,10.350000000000001,346.3333333333333,19.0]",349.0,Unhealthy
"[348.5,18.95,53.05,3.5,4.549999999999999,348.5,17.0]",352.0,Unhealthy
"[349.0,5.2,61.5,41.0,-12.700000000000003,347.5,7.0]",390.0,Unhealthy
"[349.0,22.5,58.9,-30.0,7.800000000000001,340.6666666666667,0.0]",319.0,Unhealthy
"[349.0,33.95,70.4,2.0,0.45000000000000284,349.0,19.0]",351.0,Unhealthy
"[351.0,34.4,63.4,4.0,0.44999999999999574,351.6666666666667,20.0]",355.0,Unhealthy
"[352.0,23.5,59.4,-9.5,4.550000000000001,347.6666666666667,18.0]",342.5,Unhealthy
"[353.5,9.55,63.9,-8.5,0.5500000000000007,353.5,5.0]",345.0,Unhealthy
"[354.0,14.7,63.25,-5.0,7.799999999999999,354.0,23.0]",349.0,Unhealthy
"[355.5,24.0,63.45,24.5,-8.5,355.5,0.0]",380.0,Unhealthy
"[359.0,6.9,67.6,-5.0,-6.299999999999999,359.6666666666667,23.0]",354.0,Unhealthy
"[359.0,20.9,43.3,7.0,-6.75,360.0,21.0]",366.0,Unhealthy
"[361.0,13.850000000000001,69.85,-9.0,-4.449999999999999,361.0,10.0]",352.0,Unhealthy
"[362.0,8.6,67.5,-15.0,-5.85,360.1666666666667,23.0]",347.0,Unhealthy
"[364.0,22.6,51.1,-34.5,-4.25,357.8333333333333,3.0]",329.5,Unhealthy
"[366.0,13.2,68.85,-7.0,-6.300000000000001,366.0,22.0]",359.0,Unhealthy
"[366.0,20.2,56.699999999999996,7.0,-0.6999999999999993,366.0,21.0]",373.0,Unhealthy
"[369.0,8.1,60.5,8.5,-0.45000000000000107,359.1666666666667,5.0]",377.5,Unhealthy
"[369.0,23.1,81.4,-23.0,-0.14999999999999858,371.0,10.0]",346.0,Unhealthy
"[370.0,18.3,50.3,-9.0,-1.0,372.0,10.0]",361.0,Unhealthy
"[371.5,14.45,60.6,-9.5,-5.850000000000001,371.5,22.0]",362.0,Unhealthy
"[372.5,17.45,45.4,-1.5,-2.4499999999999993,372.5,14.0]",371.0,Unhealthy
"[373.0,19.5,70.1,-7.0,-0.6999999999999993,368.3333333333333,22.0]",366.0,Unhealthy
"[374.0,19.9,48.8,-1.5,2.5,362.0,14.0]",372.5,Unhealthy
"[375.0,26.1,51.15,41.0,0.20000000000000284,375.0,6.0]",416.0,Unhealthy
"[377.5,14.8,58.25,8.5,6.700000000000001,377.5,5.0]",386.0,Unhealthy
"[380.0,15.5,85.3,8.0,-8.5,374.5,1.0]",388.0,Unhealthy
"[380.0,26.85,60.45,-16.0,-4.25,380.0,2.0]",364.0,Unhealthy
"[381.0,20.3,53.7,-9.5,3.150000000000002,364.5,22.0]",371.5,Unhealthy
"[382.0,11.8,79.5,-26.0,-3.0999999999999996,381.5,9.0]",356.0,Unhealthy
"[385.0,19.3,46.849999999999994,-15.0,-1.0,385.0,9.0]",370.0,Unhealthy
"[388.0,23.3,77.55,8.0,7.800000000000001,388.0,1.0]",396.0,Unhealthy
"[390.0,11.6,59.25,41.0,6.3999999999999995,390.0,7.0]",431.0,Unhealthy
"[396.0,31.1,69.8,-16.0,7.800000000000001,388.0,2.0]",380.0,Unhealthy
